# NGE V1.26 — English phrase bank, TRANCHE 1 (design §4 + Appendix B)
# Columns: slot / archetype / sentiment / era_from / era_to / text
# archetype 'any' = usable by all; sentiment 'any' = usable at any sentiment.
# Micro-slots filled by the ENGINE from real data:
#   {title} {platform} {genre} {publisher} {developer} {price} {city}
#   {n_years} {credit_amount} {year} {month_name} {condition_grade}
# Micro-slots resolved recursively from THIS bank (rows whose slot matches):
#   {praise_verb} {flaw_noun} {kid_word} {family_word} {staff_detail}
#   {expire_phrase} {store_word} {time_ago} {era_slang_pos} {era_slang_neg}
# Quirk noise (typos, caps, punctuation) is applied AFTER assembly per the
# archetype dials in archetypes.tsv — do not bake typos into fragments except
# where the voice demands it (capslock/driveby rows may carry them).
slot	archetype	sentiment	era_from	era_to	text
launch_story	superfan	any	2005	2013	Midnight launch at the {city} store — staff had pizza going and somebody brought a CRT for the old ones. This is what it is about.
launch_story	superfan	any	2005	2013	First in line at {city}, second year running. The manager knows my order before I say it.
launch_story	superfan	any	2005	2016	Pre-ordered the day it was announced. The receipt has been on the fridge since.
loyalty_note	superfan	any	2005	2016	I will still be here for the next one. That was never in question.
loyalty_note	superfan	neg	2005	2016	I defended the last one. I defended the one before that. Even I have limits.
opener_betrayed	superfan	neg	2005	2016	I have bought every entry in this series at launch. Which is why this hurts.
opener_betrayed	superfan	neg	2005	2016	They finally did it. They made one I cannot defend.
verdict_fan	superfan	pos	2005	2016	Series peak. I do not say that lightly.
verdict_fan	superfan	pos	2005	2016	Five stars, day one, no regrets. See you at the next midnight launch.
verdict_neg_fan	superfan	neg	2005	2016	One of these stars is pure loyalty, and it is embarrassed to be here.
opener_refund	bucks_victim	any	2015	2016	So let me tell you what happened when I tried to return this.
opener_refund	bucks_victim	any	2015	2016	The product is beside the point. This review is about what NGE calls a "refund" now.
refund_story	bucks_victim	any	2015	2016	Faulty out of the box, returned within warranty, no argument from the staff — so far so good.
refund_story	bucks_victim	any	2015	2016	Took it back to the {city} store with the receipt, expecting this to take five minutes.
bucks_rage	bucks_victim	any	2015	2016	Instead of my {credit_amount} back I got "EmporiumBucks" which {expire_phrase}. That is not a refund, it is a hostage situation.
bucks_rage	bucks_victim	any	2015	2016	{credit_amount} in EmporiumBucks. Spendable only at NGE. My nearest NGE {expire_phrase}. Do the maths.
bucks_rage	bucks_victim	any	2015	2016	They printed my {credit_amount} onto a card that expires in 18 months. The store itself may not last that long. Nobody at the till disagreed with me.
closure_ref	bucks_victim	any	2015	2016	The {city} store closes next month. The next nearest is an hour away. Where exactly am I meant to spend this?
closure_ref	any	neg	2013	2016	Half the stores in my state have shut since I started this hobby. You can feel it in the shelves.
verdict_bucks	bucks_victim	neg	2015	2016	One star, and it is not about the game. Give people their money back, Priscilla.
verdict_bucks	bucks_victim	neg	2015	2016	Buy from anywhere that still deals in actual money.
opener_deal	dealhunter	any	2005	2016	Picked this up in the sale for {price}, tags still on.
opener_deal	dealhunter	any	2005	2016	Patience pays: {price}, down from launch price, six months later.
opener_deal	dealhunter	any	2005	2016	The {city} store's clearance shelf strikes again.
price_note	dealhunter	pos	2005	2016	At {price} this is the best pound-for-pound purchase I have made all year.
price_note	dealhunter	pos	2005	2016	Cheaper than a cinema ticket and it lasted me a month. That is the whole review, really.
price_note	dealhunter	mixed	2005	2016	At full price this would be three stars. At {price} it rounds up.
price_gripe	dealhunter	neg	2005	2016	Even at {price} I want my money back, and I did not pay much.
price_gripe	dealhunter	neg	2005	2016	Saw it for less elsewhere a week later, which is somehow the perfect ending.
verdict_deal	dealhunter	pos	2005	2016	{price} well spent. Wait for the drop and thank me later.
verdict_deal	dealhunter	pos	2005	2016	Full marks at this price. Would not pay launch price, but that is what patience is for.
opener_troll_contrarian	troll	neg	2006	2016	So I finally played the "masterpiece."
opener_troll_contrarian	troll	neg	2006	2016	Unpopular opinion incoming. Someone has to say it.
opener_troll_contrarian	troll	neg	2006	2016	Everybody relax, I'm about to fix this game's average rating.
opener_troll_ironic	troll	pos	2006	2016	Five stars. Genuinely. Hear me out.
opener_troll_ironic	troll	pos	2006	2016	This is the greatest comedy release of {year} and it does not even know it.
bait_line	troll	any	2006	2016	Sorry your childhood was mid.
bait_line	troll	any	2006	2016	The fans praising this have literally never played anything else. It shows.
bait_line	troll	any	2006	2016	Imagine defending {publisher} for free. Couldn't be me.
bait_line	troll	any	2006	2016	Downvotes to the left, I'll wait.
bait_line	troll	any	2006	2016	I've seen better {genre} mechanics in a cereal-box demo disc.
dismiss_classic	troll	neg	2006	2016	It's a fishing minigame with a good soundtrack. That's it. That's the "classic."
dismiss_classic	troll	neg	2006	2016	Remove the nostalgia and there is genuinely nothing here. I said what I said.
dismiss_classic	troll	neg	2006	2016	This gets a pass because you were twelve when you played it. I wasn't.
concession_fake	troll	mixed	2006	2016	I'll give it one thing: the box art goes hard. Shame about the contents.
verdict_troll	troll	mixed	2006	2016	Perfectly average, and average deserves to hear it.
verdict_troll	troll	mixed	2006	2016	Three stars. Being generous because the comments will be free entertainment.
verdict_troll	troll	neg	2006	2016	Rating it what it deserves, not what you remember.
verdict_troll	troll	neg	2006	2016	Cry about it in the comments, that's what they're for.
verdict_troll_ironic	troll	pos	2006	2016	Five stars. Funniest {price} I ever spent. Buy it for someone you dislike.
troll_signoff	troll	any	2006	2016	Replies are open. Bring friends.
troll_signoff	troll	any	2006	2016	Inb4 "you just don't get it." Correct. Neither do you.
signoff	any	any	2005	2016	Happy to answer questions in the comments.
signoff	any	any	2005	2016	Hope this helps somebody on the fence.
signoff	any	any	2005	2016	As always: my copy, my money, my opinion.
signoff	essayist	any	2005	2016	If you read this far, you were always going to buy it. Enjoy.
postscript	any	any	2005	2016	EDIT: typos, and no I am not changing the rating.
postscript	capslock	any	2005	2011	edit: 2 people asked, its the {city} store, they still have some
postscript	superfan	any	2005	2016	EDIT since people asked: yes the collector's edition is worth it. It is always worth it.
verdict_mixed	grouch	mixed	2005	2016	Three stars, which for me is practically a parade.
# ---- sub-slot vocabularies (resolved recursively) -------------------------
praise_verb	any	any	2005	2016	went out of their way to help
praise_verb	any	any	2005	2016	actually knew their stock
praise_verb	any	any	2005	2016	held my pre-order past the deadline
staff_detail	any	any	2005	2016	printed out the setup steps for me without being asked
staff_detail	any	any	2005	2016	dug the last copy out of the back room
staff_detail	any	any	2005	2016	talked me out of the worse edition, against their own commission I assume	has_other_versions
staff_detail	any	any	2005	2016	carried it out to the car like it was a piano
kid_word	any	any	2005	2016	son
kid_word	any	any	2005	2016	daughter
kid_word	any	any	2005	2016	eldest
kid_word	any	any	2005	2016	youngest
kid_word	any	any	2005	2016	nephew
kid_word	any	any	2005	2016	granddaughter
family_word	any	any	2005	2016	family
family_word	any	any	2005	2016	household
family_word	any	any	2005	2016	house
expire_phrase	any	any	2015	2016	expire in 18 months
expire_phrase	any	any	2015	2016	can only be spent at stores that keep closing
expire_phrase	any	any	2015	2016	apparently "expire", which nobody mentioned at the till
expire_phrase	any	any	2015	2016	expire before anywhere is left to spend them
time_ago	any	any	2005	2016	on launch day
time_ago	any	any	2005	2016	a few weeks back
time_ago	any	any	2005	2016	over the holidays
time_ago	any	any	2005	2016	after months of fence-sitting
store_word	any	any	2005	2016	store
store_word	any	any	2005	2016	shop
store_word	any	any	2005	2016	branch
# ---- anomaly pools --------------------------------------------------------
# A2 review-bomb, Oct-Nov 2012 ONLY. Deliberately narrow: the sameness is the
# signature. Engine uses slot 'bomb_line' verbatim as the whole body.
bomb_line	any	neg	2012	2012	sinking ship. read the filings. spend your money somewhere that will exist next year
bomb_line	any	neg	2012	2012	company is finished, google the going concern warning. dont get stuck with worthless store credit
bomb_line	any	neg	2012	2012	why would you buy from a chain that wont exist by christmas. read the news
bomb_line	any	neg	2012	2012	sinking ship. dont say nobody warned you
bomb_line	any	neg	2012	2012	store credit from a bankrupt company is confetti. shop literally anywhere else
# A4 shill pocket, Sept-Oct 2008, Too Human (release 41900) ONLY. Same rule:
# suspicious sameness, five-star, breathless, no specifics a player would know.
shill_line	any	pos	2008	2008	Incredible next-gen action experience. The innovative combat system needs to be experienced to be believed. Instant classic!
shill_line	any	pos	2008	2008	A stunning achievement in the action RPG genre. The epic story and innovative controls set a new standard. Highly recommended!
shill_line	any	pos	2008	2008	Finally a title that delivers on the next-gen promise! Amazing visuals and deep combat. Do not miss this instant classic.
shill_line	any	pos	2008	2008	The most innovative action experience this year. Epic in every sense. A must-buy for any serious gamer!
# A7 the goodbye threads, Sept 2016 ONLY (comments engine also draws these).
goodbye_line	any	any	2016	2016	Bought my first game at the {city} store in another lifetime. Whoever is still reading this: thanks.
goodbye_line	any	any	2016	2016	They announced the last day today. I know it's just a shop. It isn't, though.
goodbye_line	any	any	2016	2016	Went in for the fire sale and ended up just standing there for a bit. Anyone else?
goodbye_line	any	any	2016	2016	My dad took me on Saturdays. I took my kids on Saturdays. Out of Saturdays now.
goodbye_line	any	any	2016	2016	30 years. Thanks for all of it, Nick.

# ---- TRANCHE 2 variety expansion (2026-07-19): break repetition at 30g scale ----
opener_fan	superfan	any	2005	2016	I have every entry in this series, sealed and loose. So take this seriously.
opener_fan	superfan	any	2005	2016	Day one. Always day one for this series.
opener_fan	superfan	any	2005	2016	Longtime fan, first-time reviewer of a numbered entry. Here we go.
opener_fan	superfan	any	2005	2016	You already know I was always buying this. The question is whether YOU should.
opener_fan	superfan	any	2005	2016	I've defended this franchise in worse comment sections than this one.
opener_fan	superfan	any	2005	2016	The countdown clock has been on my desktop for months. It hit zero last night.
opener_fan	superfan	any	2005	2016	There are people who play this series and people who live in it. Guess which I am.
opener_fan	superfan	any	2005	2016	My handle should tell you where my loyalties lie. Review below anyway.
opener_fan	superfan	any	2005	2016	Fifteen years I've followed these games. Let me tell you where this one lands.
opener_fan	superfan	any	2005	2016	I don't review much, but for this series I make an exception every time.
opener_fan	superfan	any	2005	2016	Been here since the pixel-art days. This one had a lot to live up to.
opener_fan	superfan	any	2005	2016	New entry, same ritual: preorder, day off booked, snacks laid in.
opener_fan	superfan	any	2005	2016	I could recite the lore in my sleep, so consider this an informed opinion.
opener_fan	superfan	any	2005	2016	Another year, another one of these on my shelf before the shrink-wrap cooled.
opener_fan	superfan	any	2005	2016	I skipped plans I shouldn't have to play this early. Worth it? Read on.
opener_tech	technerd	any	2005	2016	Numbers first, feelings never. Let's go.
opener_tech	technerd	any	2005	2016	I'll keep the adjectives to a minimum and the measurements to a maximum.
opener_tech	technerd	any	2005	2016	Before anyone argues: yes, I calibrated the display first.
opener_tech	technerd	any	2005	2016	Pulled the capture card out for this one. Findings below.
opener_tech	technerd	any	2005	2016	Marketing says one thing; the frame counter says another. Guess which I trust.
opener_tech	technerd	any	2005	2016	This is a technical review. If you want vibes, skip to the star rating.
opener_tech	technerd	any	2005	2016	Ran this on three setups to be sure. The bottleneck is not where you think.
opener_tech	technerd	any	2005	2016	I test so you don't have to return it. Here's what I found.
opener_tech	technerd	any	2005	2016	Spec sheet in one hand, stopwatch in the other. Let's audit the claims.
opener_tech	technerd	any	2005	2016	People keep quoting the box. I measured the box's claims. Different story.
opener_tech	technerd	any	2005	2016	Latency, resolution, load times — the three things reviewers skip. Not here.
opener_tech	technerd	any	2005	2016	The short version is in the stars. The long version has graphs.
opener_tech	technerd	any	2005	2016	I don't care how it feels until I know how it runs. It runs like this.
opener_tech	technerd	any	2005	2016	Fair warning: this review has more numbers than adjectives.
opener_tech	technerd	any	2005	2016	Two consoles, three copies, one CRT and one flat panel. Methodical as always.
opener_reluctant	grouch	any	2005	2016	Fine. I bought it. Against every instinct I have.
opener_reluctant	grouch	any	2005	2016	I told myself I wouldn't. Then I did. Here's my punishment, in review form.
opener_reluctant	grouch	any	2005	2016	Everyone whose taste I distrust loved this. So my expectations were low.
opener_reluctant	grouch	any	2005	2016	I have been disappointed by this genre for a decade. Continuing the tradition.
opener_reluctant	grouch	any	2005	2016	Let me lower your expectations before the game does it for you.
opener_reluctant	grouch	any	2005	2016	I came in wanting to hate it. Read on to see if I got my wish.
opener_reluctant	grouch	any	2005	2016	The hype train left without me. I bought a ticket anyway, reluctantly.
opener_reluctant	grouch	any	2005	2016	Another 'must-play,' another chance for me to be the one adult in the room.
opener_reluctant	grouch	any	2005	2016	Nobody asked for my opinion, which has never once stopped me.
opener_reluctant	grouch	any	2005	2016	I approached this with the enthusiasm of a man doing his taxes.
opener_reluctant	grouch	any	2005	2016	Prepare yourself: I am about to be reasonable about something I dislike.
opener_reluctant	grouch	any	2005	2016	I've been let down by better games than this. Low bar. It still tripped.
opener_disappointed	any	neg	2005	2016	Well. That was a way to spend an evening.
opener_disappointed	any	neg	2005	2016	I don't enjoy negative reviews. This one wrote itself.
opener_disappointed	any	neg	2005	2016	Some games disappoint you slowly. This one got it over with fast.
opener_disappointed	any	neg	2005	2016	I keep a list of games I regret. Say hello to the newest entry.
opener_disappointed	any	neg	2005	2016	There is a good game somewhere in here, buried under everything else.
opener_disappointed	any	neg	2005	2016	How much did they spend on the trailer versus the game? It shows.
opener_disappointed	any	neg	2005	2016	I wanted my money back before the title screen finished loading.
opener_disappointed	any	neg	2005	2016	This is what happens when a deadline beats a design document.
opener_disappointed	any	neg	2005	2016	I've played student projects with more polish and fewer excuses.
opener_disappointed	any	neg	2005	2016	The box promised a lot. The {medium} had other plans.
opener_disappointed	any	neg	2005	2016	Every generation has its cautionary tale. Meet this one's.
opener_disappointed	any	neg	2005	2016	I gave it the benefit of the doubt right until it stopped earning it.
opener_disappointed	any	neg	2005	2016	Not offended, just tired. Which is somehow worse.
opener_disappointed	any	neg	2005	2016	There's a refund button and there's regret. I have experienced both today.
