Action-adventure, stealth	Stealth	0
Single-screen platformer	Platformer	0
mecha		0
Brawler	Beat 'em up	0
horizontally scrolling shooter	Shoot 'em up	0
kart racing game	Racing	0
crime film		0
Hidden object adventure	Adventure	0
rail shooter	Shooter	0
Action-adventureplatform	Platformer	0
tower defense	Strategy	0
educational entertainment	Educational	0
Adventure/Adult	Adventure	0
Party game	Party	0
computer wargame	Strategy	0
children's literature		0
Puzzle platformer	Puzzle	0
romance film		0
Action role-playinghack and slash	Action RPG	0
Cards games	Card Game	0
Action role-playing, expansion	Action RPG	0
comedy drama		0
Rpg/Adult	Role-Playing	0
Puzzle adventure	Puzzle	0
nonogram video game	Puzzle	0
Music, rhythm	Rhythm	0
Card battle	Card Game	0
Action Role-playing	Action RPG	0
children's fiction		0
Action role-playing, hack and slash	Action RPG	0
winter sports video game	Sports	0
massively multiplayer online game	Role-Playing	0
Tactical shooter	First-Person Shooter	0
sitcom		0
Quiz	Trivia	0
athletics video game	Sports	0
slice of life anime and manga		0
tank simulation game	Vehicular Combat	0
Action, Sports	Sports	0
Sports - Golf	Sports	0
teen sitcom		0
snowboarding video game	Sports	0
Educational game	Educational	0
Puzzle game	Puzzle	0
Board game - Chess	Board Game	0
mahjong video game	Board Game	0
survival game	Survival	0
2D fighting game	Fighting	0
Mahjong	Board Game	0
bowling video game	Sports	0
Actionstrategy	Strategy	0
Point & click adventure	Adventure	0
tube shooter	Shooter	0
Flight simulator	Flight & Space Sim	0
speculative fiction comics		0
Life simulation	Life Simulation	0
Vehicular combat - Aircraft	Vehicular Combat	0
Visual novelAdventure	Visual Novel	0
television game show	Trivia	0
teen film		0
Endless runner	Arcade	0
Adventurestrategy	Strategy	0
Isometric platformer	Platformer	0
superhero film		0
hentai		0
Adventure, Puzzle	Puzzle	0
tragedy		0
Psychological horror	Horror	0
Action - Timing	Action	0
Bullet hell	Shoot 'em up	0
synth-pop		0
Actionstealth	Stealth	0
magical girl		0
Strategyrole-playing	Role-Playing	0
Side-scrolling action	Action	0
Adventurerole-playing	Role-Playing	0
Action-adventure, Platform	Platformer	0
ship simulation game	Simulation	0
train simulator	Simulation	0
Role-playingturn-based	Role-Playing	0
Action-platform	Platformer	0
Nonogrampuzzle	Puzzle	0
ecchi		0
Action role-playingfirst-person shooter	Action RPG	0
Role-Playing	Role-Playing	0
Board Game	Board Game	0
hard rock		0
Multidirectional shooter	Shooter	0
Action, adventure	Adventure	0
personal watercraft racing video game	Racing	0
Jump and run	Platformer	0
didactic literature		0
Sports - Soccer	Sports	0
Sandbox	Action-Adventure	0
Side-scrolling shooter	Shoot 'em up	0
monster film		0
Shoot-'em-up (All)	Shoot 'em up	0
RTS	Real-Time Strategy	0
trivia	Trivia	0
Hack & Slash, Tactical Role-playing	Tactical RPG	0
bishōjo game	Visual Novel	0
Strategysimulation	Strategy	0
Roguelike deck-building	Roguelike	0
Strategy, Simulation	Strategy	0
Vehicle simulation	Simulation	0
Belgian comics		0
gambling video game	Card Game	0
god game	Management	0
steampunk		0
heist film		0
Action Role-playing, open world	Action RPG	0
J-pop		0
Card game	Card Game	0
Real-time tactics	Tactics	0
First-person shooter, survival horror	First-Person Shooter	0
Flight Simulator	Flight & Space Sim	0
science fiction comedy		0
Action platformer	Platformer	0
heavy metal music	Rhythm	0
Massively multiplayer online	Role-Playing	0
romantic comedy		0
computer chess	Board Game	0
Action-adventure / Maze	Arcade	0
Action, Strategy	Strategy	0
Adventure, platform	Platformer	0
Puzzle-platformer	Puzzle	0
Sim	Simulation	0
Action-adventure, open world	Action-Adventure	0
Sports - Baseball	Sports	0
Third-person shooter, survival horror	Third-Person Shooter	0
dungeon crawl	Action RPG	0
Isometric shooter	Shooter	0
Interactive drama	Interactive Fiction	0
Card & Board	Card Game	0
mech simulation game	Simulation	0
Action-adventurehack and slash	Action RPG	0
martial arts film	Fighting	0
Board games/Adult	Board Game	0
Australian football video game	Sports	0
Puzzle - Action puzzle	Puzzle	0
nature documentary		0
rally racing video game	Racing	0
casino game	Card Game	0
Action, Racing / Driving	Racing	0
sound novel		0
Board game - Mahjong	Board Game	0
Visual novel / Adult	Visual Novel	0
Arcadeshoot 'em up	Shoot 'em up	0
tabletop role-playing game	Role-Playing	0
Action platform	Platformer	0
juvenile fantasy		0
action comedy film	Action	0
professional wrestling	Sports	0
off-road racing video game	Racing	0
JRPG	Role-Playing	0
surfing video game	Sports	0
horror fiction	Horror	0
Action / Maze	Arcade	0
Adult		0
Role-playing game	Role-Playing	0
spy film		0
Otome gameRole-playing	Visual Novel	0
techno-thriller		0
Multiplayer online battle arena	Strategy	0
alternate history comics		0
mahjong solitaire video game	Card Game	0
Action role-playingsurvival horror	Action RPG	0
board wargame	Strategy	0
snooker video game	Sports	0
Adventuresurvival	Survival	0
government simulation game	Simulation	0
Tactical shooterstealth	First-Person Shooter	0
Adventurehorror	Horror	0
Sports - Basketball	Sports	0
Racing management	Management	0
Strategy & Simulation	Strategy	0
police procedural		0
quiz video game	Trivia	0
Unknown		0
Point & Click Adventure, Hidden Objects	Adventure	0
Sports - Boxing	Sports	0
beach volleyball video game	Sports	0
adventure television series	Adventure	0
Action/Educational	Educational	0
crime television series		0
Racing - Formula	Racing	0
Tactical RPG	Tactical RPG	0
paintball video game	Sports	0
thrash metal		0
sports entertainment	Sports	0
Racing, Rally	Racing	0
sudoku video game	Puzzle	0
mecha video game		0
Dating Simulation	Visual Novel	0
Photo shooting	Simulation	0
alternative rock		0
Casual Strategy	Strategy	0
NASCAR video game	Sports	0
Hack and slash, action-adventure	Action RPG	0
language learning video game	Educational	0
Sports game	Sports	0
Action-role playing	Action RPG	0
MMORPG	Role-Playing	0
mystery fiction		0
Chess	Board Game	0
minigame collection	Party	0
crime comedy film		0
Action-adventure, Open World	Action-Adventure	0
PlatformMetroidvania	Platformer	0
crowd-combat video game	Action	0
sports manga	Sports	0
comedy drama anime and manga		0
digital pet	Life Simulation	0
Tactical ShooterStealth	First-Person Shooter	0
space combat simulation game	Flight & Space Sim	0
olympic video game	Sports	0
fixed shooter	Shoot 'em up	0
Fishing	Sports	0
Otome gameMini-games	Visual Novel	0
post-apocalyptic video game		0
Actionhack and slash	Action RPG	0
cricket video game	Sports	0
Platformerpuzzle	Puzzle	0
Action/Platform	Platformer	0
comedy horror	Horror	0
Rocks and diamonds	Puzzle	0
reality show		0
Point & Click	Adventure	0
otome game	Visual Novel	0
Adventureplatform	Platformer	0
Shooter game	Shooter	0
Racing / Driving	Racing	0
Scrolling platformer	Platformer	0
4Xturn-based strategy	Turn-Based Strategy	0
Action-adventureplatformer	Platformer	0
BMX video game	Sports	0
animated sitcom		0
Sports, Racing	Sports	0
Action-adventure, hack and slash	Action RPG	0
Multi-directional shooter	Shooter	0
full motion video	Interactive Fiction	0
Action, hack and slash	Action RPG	0
Twin stick shooter	Shooter	0
role-playing game	Role-Playing	0
humorous comics		0
Action-adventure, Platformer	Platformer	0
Racing Mission	Racing	0
Simulationstrategy	Strategy	0
skiing video game	Sports	0
detective fiction		0
documentary film		0
romantic comedy film		0
Cue sports	Sports	0
Adventure, Horror	Horror	0
Adventure, horror	Horror	0
Space combat	Flight & Space Sim	0
Card & Board, Family	Card Game	0
spokon		0
Action-adventuresurvival	Survival	0
Platformroguelike	Roguelike	0
Action-adventurerole-playing	Role-Playing	0
turn-based Japanese role-playing game	Role-Playing	0
Fightingsports	Fighting	0
flashback film		0
Battle royale	Shooter	0
Adult, Action	Action	0
Role-playingstrategy	Role-Playing	0
Actionroguelike	Roguelike	0
Role-playing, JRPG	Role-Playing	0
cabal shooter	Shooter	0
Adventure game / Adult	Adventure	0
Puzzle Platformer	Puzzle	0
Visual novel, adventure	Visual Novel	0
Visual novelDating sim	Visual Novel	0
Hack & Slash, action-adventure	Action-Adventure	0
Puzzle, Platform	Puzzle	0
Platform, Puzzle	Puzzle	0
Puzzle, Casual	Puzzle	0
Action, Simulation	Simulation	0
First- and third-person shooter	Third-Person Shooter	0
karate video game	Fighting	0
Adventure, Text only	Interactive Fiction	0
Actionfighting	Fighting	0
Racingvehicular combat	Vehicular Combat	0
superhero fiction		0
satire		0
Simulator - Manager / Sports - Soccer	Simulation	0
Action, Open World	Action-Adventure	0
text adventure	Interactive Fiction	0
Action - Frogger	Action	0
soap opera		0
female buddy film		0
Retro collection	Compilation	0
Tile-matching	Puzzle	0
Mech-combat	Vehicular Combat	0
Action, Beat 'em up	Beat 'em up	0
Gothic fiction		0
Third-person shooter, action-adventure, open world	Third-Person Shooter	0
Racing, sports	Sports	0
epic poem		0
mystery anime and manga		0
sword and sorcery		0
Adventuresurvival horror	Horror	0
Actionparty	Action	0
Party, puzzle	Puzzle	0
erotic video game		0
quiz board game	Trivia	0
Actionsports	Sports	0
literary fairy tale		0
Card game - Bridge	Card Game	0
Stealthaction	Stealth	0
Third-person shooter, action-adventure	Third-Person Shooter	0
casual game	Puzzle	0
Actionmetroidvania	Platformer	0
Adventure / Eroge	Visual Novel	0
swashbuckler film		0
hip-hop		0
Western film		0
Actionplatform-adventure	Platformer	0
karaoke	Rhythm	0
Action, Platform	Platformer	0
Point & Click Adventure	Adventure	0
Sports management	Management	0
Role-playingdungeon crawler	Action RPG	0
Puzzleplatformer	Puzzle	0
RTT	Tactics	0
Board game, party	Party	0
Adventure (All)	Adventure	0
Stealth, action	Stealth	0
sports television program	Sports	0
arcade racing game	Racing	0
war novel		0
Adventure, Platformer	Platformer	0
match-three video game	Puzzle	0
First-person shooter, stealth	First-Person Shooter	0
fantasy sports video game	Sports	0
Adventure, visual novel	Visual Novel	0
Gambling	Card Game	0
Third-person shooter, action	Third-Person Shooter	0
comedy television program		0
Action/Adventure	Adventure	0
Collectible card game	Card Game	0
First-person shootersurvival horror	First-Person Shooter	0
Puzzlesimulation	Puzzle	0
First-person adventure	Adventure	0
singing talent show		0
3D Platformer	Platformer	0
Platformrole-playing	Role-Playing	0
Action/Rpg	Role-Playing	0
Real-time strategysimulation	Real-Time Strategy	0
Strategy - Wargame	Strategy	0
Sports - Fictional	Sports	0
sandbox game	Action-Adventure	0
augmented reality		0
cyberpunk novel		0
poker video game	Card Game	0
animated film		0
Skateboarding	Sports	0
tech noir		0
Role-playingsports	Role-Playing	0
interactive art		0
Sports - Decathlon	Sports	0
shogi video game	Board Game	0
FMV adventure	Interactive Fiction	0
Platformshooter	Shooter	0
3D platform	Platformer	0
Survival, Horror	Survival	0
Action, Adventure	Adventure	0
artillery game	Strategy	0
Artillerystrategyturn-based	Strategy	0
Combat Flight Simulator	Flight & Space Sim	0
Poker	Card Game	0
conspiracy fiction		0
dark fantasy		0
Space trading and combat	Flight & Space Sim	0
Action, Stealth	Stealth	0
Action-strategy	Strategy	0
Fixed shooter - Galaxian	Shoot 'em up	0
Role-playingturn-based strategy	Role-Playing	0
cue sports video game	Sports	0
Sandboxsurvival	Survival	0
talent show		0
Action-adventureshooter	Shooter	0
First-person shooteropen world	First-Person Shooter	0
virtual world		0
Strategymanagement	Strategy	0
Otome gameRhythm	Visual Novel	0
lost world fiction		0
Party, trivia	Party	0
Action-Adventure	Action-Adventure	0
Music, Sim	Simulation	0
Action & Adventure, Platformer	Platformer	0
Action role-playing, First-person shooter	Action RPG	0
Tactical role-playing, visual novel	Visual Novel	0
Adventure, walking simulator	Simulation	0
Platform, Beat 'em up	Beat 'em up	0
Strategy, Management	Strategy	0
Farm life sim	Life Simulation	0
Tank & Mecha Sim	Vehicular Combat	0
Hunting/Fishing	Sports	0
Sports - BMX	Sports	0
Action RPG, Open World	Action RPG	0
Japanese role-playing video game	Role-Playing	0
Adventuresimulation	Simulation	0
Pachinko	Card Game	0
martial arts	Fighting	0
Adventurevisual novel	Visual Novel	0
Turn-based, role-playing	Role-Playing	0
Puzzle, Platformer	Puzzle	0
Action/Maze	Arcade	0
rocks-and-diamonds video game	Puzzle	0
rhythm and blues	Rhythm	0
Action, Shooter	Shooter	0
dystopian fiction		0
Simulation game	Simulation	0
classical music	Rhythm	0
punk rock		0
Survival-horror	Survival	0
Construction and management simulation	Management	0
Adventure/Text and Gfx	Interactive Fiction	0
Vertical	Shoot 'em up	0
Adventure/Text only	Interactive Fiction	0
Vertical scroller	Shoot 'em up	0
Otome gameQuiz	Visual Novel	0
non-game		0
Tactical Shooterstealth	First-Person Shooter	0
Vehicular Combat - Mech	Vehicular Combat	0
Simulator - Geopolitics	Simulation	0
Sports - Tennis	Sports	0
Hidden Object puzzle	Puzzle	0
3D computer graphics		0
family film		0
Racing, open world	Action-Adventure	0
adventure fiction	Adventure	0
coming-of-age fiction		0
romance anime		0
First-person shooter, puzzle	First-Person Shooter	0
Artilleryturn-based strategy	Turn-Based Strategy	0
Racing, platform	Platformer	0
Card Battle	Card Game	0
Third-person shootersurvival horror	Third-Person Shooter	0
First-person shooter, Tactical shooter	First-Person Shooter	0
Action-adventuresurvival horror	Horror	0
Construct / Manage Sim	Simulation	0
silent film		0
Sports - Horse racing	Sports	0
driving video game	Racing	0
Platformerrole-playing	Role-Playing	0
Simulation video game	Simulation	0
Extreme sports	Sports	0
First-person shooter, Western	First-Person Shooter	0
futuristic racing game	Racing	0
folk tale		0
Visual novel, Adult	Visual Novel	0
FMV Adventure	Interactive Fiction	0
Platform-puzzle	Puzzle	0
Exploration	Adventure	0
Platform arena brawler	Beat 'em up	0
Tactical role-playingvisual novel	Visual Novel	0
variety show		0
Adventureart	Adventure	0
Hack and slash, action	Action RPG	0
Role playing, JRPG	Role-Playing	0
Lifefarm simulation	Life Simulation	0
Arcade/Break-out	Arcade	0
Action role-playing, first-person shooter	Action RPG	0
jazz		0
Action / Shoot-'em-up	Shoot 'em up	0
rugby union video game	Sports	0
Puzzle/Adult/Quiz	Puzzle	0
Maze / Puzzle	Puzzle	0
speculative fiction		0
artificial life	Simulation	0
Maze - Pac-Man	Arcade	0
Hack and slashaction	Action RPG	0
card battle video game	Card Game	0
Fixed shooter - Space Invaders	Shoot 'em up	0
City-building	Management	0
Break-out	Arcade	0
video game art		0
Action, beat 'em up	Beat 'em up	0
Action, puzzle	Puzzle	0
Horrorstealth	Horror	0
Single-screen platformer / Puzzle - Action puzzle	Puzzle	0
Racingplatform	Platformer	0
Casual	Puzzle	0
cooking show		0
Vehicular combat - Car	Vehicular Combat	0
Rougelike	Roguelike	0
Actionbattle royale	Shooter	0
Tank & mecha sim, action	Vehicular Combat	0
Puzzlestrategy	Puzzle	0
Action-adventureopen world	Action-Adventure	0
Fitness	Party	0
Racing - Motorcycle	Sports	0
Familymotion-controlled		0
essay		0
Casual strategy	Strategy	0
Action, party	Party	0
First-person shooter, Open world	First-Person Shooter	0
Third-person, Open World, Western	Action-Adventure	0
Puzzleplatform	Puzzle	0
Action / Adventure	Adventure	0
art		0
romantic comedy anime and manga		0
fiction literature		0
comedy		0
Single-screen platformer - Burger Time	Platformer	0
Action - Q*bert	Action	0
Shoot 'em uproguelike	Roguelike	0
new age music	Rhythm	0
Role-playingsimulation	Role-Playing	0
motocross racing video game	Sports	0
Shoot-em-up	Shoot 'em up	0
Single-screen platformer - Donkey Kong	Platformer	0
Survival adventure	Survival	0
Fighting game	Fighting	0
Vehicle simulation - Aircraft carrier	Simulation	0
RacingPlatform	Platformer	0
Action role-playingsandbox	Action RPG	0
side-scrolling beat 'em up	Beat 'em up	0
hardcore punk		0
Life simulation, adventure	Life Simulation	0
Action & Adventure, Shooter	Shooter	0
Run and gun / Maze	Shoot 'em up	0
Adventure, Role-playing	Role-Playing	0
social simulation game	Simulation	0
Platform-adventure / Maze / RPG	Role-Playing	0
Action, roguelike	Roguelike	0
Stealth, survival horror	Horror	0
Vehicle simulation - Submarine	Simulation	0
pop rock		0
Arena shooter	Shooter	0
Shooter, roguelike	Roguelike	0
Fighting, sports	Fighting	0
Horror, adventure	Horror	0
Simulationcity-building	Management	0
Sports, baseball	Sports	0
Sportsside-scroller	Sports	0
Arcadepuzzle	Puzzle	0
Third-person shooteraction role-playing	Action RPG	0
crime thriller film		0
Dungeon Crawler / Eroge	Visual Novel	0
Roguelikerole-playing	Roguelike	0
Bullet hellroguelike	Roguelike	0
Platformracing	Platformer	0
Puzzle/Adult	Puzzle	0
Vehicular combat - Tank	Vehicular Combat	0
Board game - Backgammon	Board Game	0
Shoot 'em up, Arcade	Shoot 'em up	0
Casino games - Pachinko	Card Game	0
Card Game	Card Game	0
gender bender		0
investigation game	Adventure	0
music program	Rhythm	0
miniature golf video game	Sports	0
teen pop		0
City-building, construction and management simulation	Management	0
hunting action	Sports	0
Sports Management	Management	0
Adventure, Music	Rhythm	0
Action-adventurerhythm	Rhythm	0
roller skating video game	Sports	0
Platform brawler, party game	Beat 'em up	0
Actionplatformer	Platformer	0
PuzzlePlatformer	Puzzle	0
Tactics, strategy	Tactics	0
scrolling shooter	Shoot 'em up	0
thriller film		0
traditional heavy metal		0
Arena combat, platform	Platformer	0
First-person puzzle	Puzzle	0
Computer wargame	Strategy	0
Beat 'em upplatform	Beat 'em up	0
Survival Horror	Horror	0
espionage television series		0
Racing, Vehicular Combat	Vehicular Combat	0
Racing, Vehicular combat	Vehicular Combat	0
Metroidvania, Platform	Platformer	0
Action, Real-time tactics	Tactics	0
Action role-playing, stealth	Action RPG	0
tile-matching video game	Puzzle	0
Actionshooter	Shooter	0
Space Combat Sim	Flight & Space Sim	0
Real-time strategyrole-playing	Role-Playing	0
Stealth, Adventure	Stealth	0
Actiontactical role-playing	Tactical RPG	0
physics game	Puzzle	0
Arcade, party	Party	0
2D computer graphics		0
Third-person shooter, Open World	Third-Person Shooter	0
mind game		0
Puzzle, Adventure	Puzzle	0
adventure comic	Adventure	0
epistolary fiction		0
Adventurehidden object	Adventure	0
Action, roguelite	Roguelike	0
electronic dance music	Rhythm	0
Overhead view action	Action	0
Racing / Vertical scroller	Racing	0
Action role-playing, survival	Action RPG	0
Racing, action	Racing	0
Roguelike, rhythm	Roguelike	0
MMORole-playing, Expansion	Role-Playing	0
panel game		0
Horizontal shooter - Cute 'em up	Shoot 'em up	0
Racing, adventure	Racing	0
Actionmultiplayer online battle arena	Strategy	0
Action-adventure, first-person survival horror	Horror	0
Role-playingshooter	Role-Playing	0
Roguelike, brawler	Roguelike	0
Exergaming	Party	0
Action Adventure	Action-Adventure	0
Horror, Survival	Survival	0
Rpg, Adult	Role-Playing	0
Strategy / Run and gun	Shoot 'em up	0
Collectible card	Card Game	0
road movie		0
Action & Adventure, Survival	Survival	0
Music & rhythm, party	Rhythm	0
Application, Sports & recreation	Sports	0
non-fiction novel		0
card video game	Card Game	0
Maze, shooter	Shooter	0
Action-adventuremetroidvania	Platformer	0
Action-adventureopen worldstealth	Stealth	0
Rhythmgod game	Management	0
Platformparkour	Platformer	0
Space simulation	Flight & Space Sim	0
epistolary novel		0
Space flight simulator	Flight & Space Sim	0
Fighting, shooter	Shooter	0
Shoot-'em-up/Vertical	Shoot 'em up	0
game creation system		0
Action - Digging	Action	0
Roguelike Card Battler	Roguelike	0
First-person maze	Arcade	0
drama anime		0
monster television program		0
Adventure, Stealth	Stealth	0
Horizontal	Shoot 'em up	0
pop music	Rhythm	0
Action, platformer	Platformer	0
Card battler	Card Game	0
Actionsimulation	Simulation	0
Stealth, Survival Horror	Horror	0
Action-adventure, Action role-playing, platformer	Action RPG	0
Music, Rhythm	Rhythm	0
dress-up video game	Life Simulation	0
Horror adventure	Horror	0
Brawler, sidescroller	Beat 'em up	0
Otome gameAdventure	Visual Novel	0
Roguelikedeck-building	Roguelike	0
Puzzle, survival horror	Puzzle	0
Platformer, Retro	Platformer	0
Graphic adventure & interactive movie	Adventure	0
First-person shooter, action-adventure, stealth	First-Person Shooter	0
yuri		0
Actionstrategytower defense	Strategy	0
Roguelite ARPG	Roguelike	0
Runner	Arcade	0
Interactive Fiction	Interactive Fiction	0
trivia video game	Trivia	0
volleyball video game	Sports	0
PuzzleParody	Puzzle	0
Action, strategy	Strategy	0
Action-adventure, Third-person shooter	Third-Person Shooter	0
sumo wrestling video game	Sports	0
Text only	Interactive Fiction	0
Interactive movie	Interactive Fiction	0
Actionadventure	Adventure	0
children's television		0
Roguelite	Roguelike	0
Horror, Puzzle	Puzzle	0
Real-time Strategy	Real-Time Strategy	0
Racing, Karting	Racing	0
Puzzle - Cube	Puzzle	0
Maze / Platformer	Platformer	0
science fantasy		0
Platform, stealth	Platformer	0
Music video game	Rhythm	0
Beat 'em Up	Beat 'em up	0
Vertical scroller / Obstacle avoiding	Shoot 'em up	0
Battle arena	Fighting	0
tactical wargame	Strategy	0
Edutainment	Educational	0
Physics puzzler	Puzzle	0
Co-op shooter	Shooter	0
audio game		0
Turn-based strategy, RTS	Real-Time Strategy	0
Action, brawler	Beat 'em up	0
Fighting, beat 'em up	Beat 'em up	0
Platformmetroidvania	Platformer	0
Horroradventure	Horror	0
Social deduction	Party	0
Horror, Adventure	Horror	0
serialized fiction		0
Partyquiz	Trivia	0
escape room video game	Puzzle	0
chivalric romance		0
Roguelike action-platformer	Roguelike	0
Quiz / Adult	Trivia	0
Vertically scrolling shooter	Shoot 'em up	0
Hack & Slash	Action	0
Adventure / Text and Gfx	Interactive Fiction	0
Otome gameSimulation	Visual Novel	0
Beat 'em upRoguelike	Roguelike	0
horror video game	Horror	0
Survival horror, First-person shooter	First-Person Shooter	0
show jumping	Sports	0
Hack & Slash, action	Action	0
